subdivision_code,local_num,name,abbrev,abbrev_source,kx_lexlabel,kx_abbrev_score,kx_abbrev_rule
MG,3116407,Claraval,CVK,3,claraval,F,
MG,3116506,Claro dos Poções,CLP,3,claro.pocoes,R,
MG,3116605,Cláudio,CLU,3,claudio,B,
MG,3116704,Coimbra,COB,3,coimbra,R,
MG,3116803,Coluna,CUX,3,coluna,F,
MG,3116902,Comendador Gomes,CKD,3,comendador.gomes,F,
MG,3117009,Comercinho,COY,3,comercinho,F,
MG,3117108,Conceição da Aparecida,CCP,3,conceicao.aparecida,R,
MG,3117207,Conceição das Pedras,CEP,3,conceicao.pedras,B,
MG,3117306,Conceição das Alagoas,CLS,3,conceicao.alagoas,R,
MG,3117405,Conceição de Ipanema,CDI,1,conceicao.ipanema,R,
MG,3117504,Conceição do Mato Dentro,CMD,3,conceicao.mato.dentro,B,
MG,3117603,Conceição do Pará,CWP,3,conceicao.para,F,
MG,3117702,Conceição do Rio Verde,CVR,3,conceicao.rio.verde,R,
MG,3117801,Conceição dos Ouros,CNC,3,conceicao.ouros,B,
MG,3117836,Cônego Marinho,CGM,1,conego.marinho,R,
MG,3117876,Confins,CNF,1,confins,B,
MG,3117900,Congonhal,COH,3,congonhal,R,
MG,3118007,Congonhas,CNG,3,congonhas,B,
MG,3118106,Congonhas do Norte,CGK,3,congonhas.norte,F,
MG,3118205,Conquista,CQT,3,conquista,R,
MG,3118304,Conselheiro Lafaiete,CNL,3,conselheiro.lafaiete,R,
MG,3118403,Conselheiro Pena,CSN,3,conselheiro.pena,B,
MG,3118502,Consolação,CSO,1,consolacao,F,
MG,3118601,Contagem,CON,1,contagem,F,
MG,3118700,Coqueiral,CQL,3,coqueiral,B,
MG,3118809,Coração de Jesus,COJ,3,coracao.jesus,B,
MG,3118908,Cordisburgo,CUG,3,cordisburgo,R,
MG,3119005,Cordislândia,CSD,3,cordislandia,R,
MG,3119104,Corinto,CIT,3,corinto,B,
MG,3119203,Coroaci,CCY,3,coroaci,F,
MG,3119302,Coromandel,CEL,3,coromandel,B,
MG,3119401,Coronel Fabriciano,CRF,3,coronel.fabriciano,R,
MG,3119500,Coronel Murta,CRE,3,coronel.murta,B,
MG,3119609,Coronel Pacheco,CLC,3,coronel.pacheco,R,
MG,3119708,Coronel Xavier Chaves,CXV,3,coronel.xavier.chaves,B,
MG,3119807,Córrego Danta,CGD,3,corrego.danta,R,
MG,3119906,Córrego do Bom Jesus,CGJ,3,corrego.bom.jesus,B,
MG,3119955,Córrego Fundo,COF,1,corrego.fundo,R,
MG,3120003,Córrego Novo,CGV,3,corrego.novo,B,
MG,3120102,Couto de Magalhães de Minas,CMH,3,couto.magalhaes.minas,R,
MG,3120151,Crisólita,CRS,1,crisolita,B,
MG,3120201,Cristais,CTX,3,cristais,F,
MG,3120300,Cristália,CYY,3,cristalia,F,
MG,3120409,Cristiano Otoni,CIY,3,cristiano.otoni,F,
MG,3120508,Cristina,CSI,3,cristina,R,
MG,3120607,Crucilândia,CRU,1,crucilandia,R,
MG,3120706,Cruzeiro da Fortaleza,CZZ,3,cruzeiro.fortaleza,R,
MG,3120805,Cruzília,CZL,3,cruzilia,R,
MG,3120839,Cuparaque,CUP,1,cuparaque,R,
MG,3120870,Curral de Dentro,CTD,1,curral.dentro,F,
MG,3120904,Curvelo,CUV,3,curvelo,R,
MG,3121001,Datas,DTS,3,datas,R,
MG,3121100,Delfim Moreira,DFM,3,delfim.moreira,R,
MG,3121209,Delfinópolis,DFS,3,delfinopolis,B,
MG,3121258,Delta,DEL,1,delta,R,
MG,3121308,Descoberto,DCB,3,descoberto,R,
MG,3121407,Desterro de Entre Rios,DEE,3,desterro.entre.rios,R,
MG,3121506,Desterro do Melo,DSM,3,desterro.melo,B,
MG,3121605,Diamantina,DMT,3,diamantina,R,
MG,3121704,Diogo de Vasconcelos,DGV,3,diogo.vasconcelos,R,
MG,3121803,Dionísio,DIO,1,dionisio,F,
MG,3121902,Divinésia,DIV,3,divinesia,R,
MG,3122009,Divino,DVO,3,divino,B,
MG,3122108,Divino das Laranjeiras,DLJ,3,divino.laranjeiras,B,
MG,3122207,Divinolândia de Minas,DDS,3,divinolandia.minas,R,
MG,3122306,Divinópolis,DVL,3,divinopolis,R,
MG,3122355,Divisa Alegre,DIS,1,divisa.alegre,R,
MG,3122405,Divisa Nova,DNV,3,divisa.nova,R,
MG,3122454,Divisópolis,DVS,1,divisopolis,R,
MG,3122470,Dom Bosco,DBO,1,dom.bosco,B,
MG,3122504,Dom Cavati,DVI,3,dom.cavati,R,
MG,3122603,Dom Joaquim,DQM,3,dom.joaquim,R,
MG,3122702,Dom Silvério,DSV,3,dom.silverio,R,
MG,3122801,Dom Viçoso,DOV,3,dom.vicoso,R,
MG,3122900,Dona Eusébia,DES,1,dona.eusebia,F,
MG,3123007,Dores de Campos,DSS,3,dores.campos,R,
MG,3123106,Dores de Guanhães,DOG,3,dores.guanhaes,B,
MG,3123205,Dores do Indaiá,DDI,3,dores.indaia,R,
MG,3123304,Dores do Turvo,DTV,3,dores.turvo,B,
MG,3123403,Doresópolis,DOP,3,doresopolis,R,
MG,3123502,Douradoquara,DDQ,3,douradoquara,B,
MG,3123528,Durandé,DRE,1,durande,R,
MG,3123601,Elói Mendes,ELM,3,eloi.mendes,B,
MG,3123700,Engenheiro Caldas,ENC,3,engenheiro.caldas,R,
MG,3123809,Engenheiro Navarro,ENH,3,engenheiro.navarro,B,
MG,3123858,Entre Folhas,EFL,1,entre.folhas,R,
MG,3123908,Entre Rios de Minas,ERM,3,entre.rios.minas,B,
MG,3124005,Ervália,ERV,3,ervalia,B,
MG,3124104,Esmeraldas,EES,3,esmeraldas,R,
MG,3124203,Espera Feliz,EEF,3,espera.feliz,F,
MG,3124302,Espinosa,EPS,3,espinosa,R,
MG,3124401,Espírito Santo do Dourado,EST,3,espirito.santo.dourado,R,
MG,3124500,Estiva,ESV,3,estiva,R,
MG,3124609,Estrela Dalva,ESR,3,estrela.dalva,R,
MG,3124708,Estrela do Indaiá,EII,3,estrela.indaia,R,
MG,3124807,Estrela do Sul,EDS,1,estrela.sul,R,
MG,3124906,Eugenópolis,EOS,3,eugenopolis,R,
MG,3125002,Ewbank da Câmara,EWK,3,ewbank.camara,R,
MG,3125101,Extrema,EXM,3,extrema,R,
MG,3125200,Fama,FAA,3,fama,B,
MG,3125309,Faria Lemos,FAS,3,faria.lemos,B,
MG,3125408,Felício dos Santos,FDS,3,felicio.santos,B,
MG,3125507,São Gonçalo do Rio Preto,SXW,3,sao.goncalo.rio.preto,F,
MG,3125606,Felisburgo,FSG,3,felisburgo,B,
MG,3125705,Felixlândia,FXA,3,felixlandia,B,
MG,3125804,Fernandes Tourinho,FHO,3,fernandes.tourinho,R,
MG,3125903,Ferros,FES,3,ferros,R,
MG,3125952,Fervedouro,FVO,1,fervedouro,R,
MG,3126000,Florestal,FSL,3,florestal,R,
MG,3126109,Formiga,FMA,3,formiga,R,
MG,3126208,Formoso,FOM,3,formoso,R,
MG,3126307,Fortaleza de Minas,FZS,3,fortaleza.minas,R,
MG,3126406,Fortuna de Minas,FMN,3,fortuna.minas,R,
MG,3126505,Francisco Badaró,FBD,3,francisco.badaro,R,
MG,3126604,Francisco Dumont,FDT,3,francisco.dumont,R,
MG,3126703,Francisco Sá,FCS,3,francisco.sa,R,
MG,3126752,Franciscópolis,FCP,1,franciscopolis,R,
MG,3126802,Frei Gaspar,FGR,3,frei.gaspar,B,
MG,3126901,Frei Inocêncio,FIO,3,frei.inocencio,B,
MG,3126950,Frei Lagonegro,FLG,1,frei.lagonegro,R,
MG,3127008,Fronteira,FEA,3,fronteira,R,
MG,3127057,Fronteira dos Vales,FVS,3,fronteira.vales,R,
MG,3127073,Fruta de Leite,FDL,1,fruta.leite,R,
MG,3127107,Frutal,FRU,3,frutal,B,
MG,3127206,Funilândia,FLD,3,funilandia,R,
MG,3127305,Galiléia,GLL,3,galileia,B,
MG,3127339,Gameleiras,GAM,1,gameleiras,B,
MG,3127354,Glaucilândia,GLC,1,glaucilandia,B,
MG,3127370,Goiabeira,GOI,1,goiabeira,B,
MG,3127388,Goianá,GOA,1,goiana,R,
MG,3127404,Gonçalves,GCV,3,goncalves,R,
MG,3127503,Gonzaga,GZG,3,gonzaga,R,
MG,3127602,Gouveia,GVA,1,gouveia,B,
MG,3127701,Governador Valadares,GVS,3,governador.valadares,R,
MG,3127800,Grão Mogol,GGL,3,grao.mogol,R,
MG,3127909,Grupiara,GRY,3,grupiara,F,
MG,3128006,Guanhães,GHE,3,guanhaes,R,
MG,3128105,Guapé,GUE,3,guape,R,
MG,3128204,Guaraciaba,GCB,3,guaraciaba,R,
MG,3128253,Guaraciama,GRA,1,guaraciama,R,
MG,3128303,Guaranésia,GSA,3,guaranesia,R,
MG,3128402,Guarani,GNI,3,guarani,R,
MG,3128501,Guarará,GRR,3,guarara,R,
MG,3128600,Guarda-Mor,GMR,3,guarda.mor,R,
MG,3128709,Guaxupé,GPE,3,guaxupe,R,
MG,3128808,Guidoval,GDV,3,guidoval,R,
MG,3128907,Guimarânia,GUN,3,guimarania,R,
MG,3129004,Guiricema,GEM,3,guiricema,R,
MG,3129103,Gurinhatã,GUT,3,gurinhata,R,
MG,3129202,Heliodora,HLA,3,heliodora,B,
MG,3129301,Iapu,YAU,3,iapu,F,
MG,3129400,Ibertioga,IBO,3,ibertioga,B,
MG,3129509,Ibiá,IBY,3,ibia,F,
MG,3129608,Ibiaí,IIK,3,ibiai,F,
MG,3129657,Ibiracatu,IBU,1,ibiracatu,B,
MG,3129707,Ibiraci,III,3,ibiraci,B,
MG,3129806,Ibirité,IIE,3,ibirite,B,
MG,3129905,Ibitiúra de Minas,IBS,1,ibitiura.minas,B,
MG,3130002,Ibituruna,IYU,3,ibituruna,F,
MG,3130051,Icaraí de Minas,IDN,1,icarai.minas,R,
MG,3130101,Igarapé,IRP,3,igarape,R,
MG,3130200,Igaratinga,IGN,3,igaratinga,R,
MG,3130309,Iguatama,IUM,3,iguatama,R,
MG,3130408,Ijaci,IJC,3,ijaci,R,
MG,3130507,Ilicínea,ILI,3,ilicinea,R,
MG,3130556,Imbé de Minas,IBM,1,imbe.minas,R,
MG,3130606,Inconfidentes,IFS,3,inconfidentes,R,
MG,3130655,Indaiabira,IDA,1,indaiabira,R,
MG,3130705,Indianópolis,IDO,3,indianopolis,R,
MG,3130804,Ingaí,IXG,3,ingai,F,
MG,3130903,Inhapim,INP,3,inhapim,R,
MG,3131000,Inhaúma,IHA,3,inhauma,R,
MG,3131109,Inimutaba,INI,3,inimutaba,B,
MG,3131158,Ipaba,IPA,1,ipaba,B,
MG,3131208,Ipanema,YAN,3,ipanema,F,
MG,3131307,Ipatinga,IIG,3,ipatinga,B,
MG,3131406,Ipiaçu,IAW,3,ipiacu,F,
MG,3131505,Ipuiúna,IUU,3,ipuiuna,B,
MG,3131604,Iraí de Minas,IDM,3,irai.minas,B,
MG,3131703,Itabira,IBA,3,itabira,B,
MG,3131802,Itabirinha,IHD,3,itabirinha,F,
MG,3131901,Itabirito,IRO,3,itabirito,R,
MG,3132008,Itacambira,IXB,3,itacambira,F,
MG,3132107,Itacarambi,IRB,3,itacarambi,R,
MG,3132206,Itaguara,IGR,3,itaguara,R,
MG,3132305,Itaipé,IYP,3,itaipe,F,
MG,3132404,Itajubá,IJA,3,itajuba,B,
MG,3132503,Itamarandiba,IMR,3,itamarandiba,B,
MG,3132602,Itamarati de Minas,IIS,3,itamarati.minas,B,
MG,3132701,Itambacuri,ITC,3,itambacuri,B,
MG,3132800,Itambé do Mato Dentro,IMD,3,itambe.mato.dentro,B,
MG,3132909,Itamogi,IOG,3,itamogi,B,
MG,3133006,Itamonte,IMO,3,itamonte,B,
MG,3133105,Itanhandu,ITD,3,itanhandu,B,
MG,3133204,Itanhomi,INH,3,itanhomi,B,
MG,3133303,Itaobim,IOM,3,itaobim,B,
MG,3133402,Itapagipe,IGY,3,itapagipe,F,
MG,3133501,Itapecerica,IPC,3,itapecerica,B,
MG,3133600,Itapeva,IAV,3,itapeva,B,
MG,3133709,Itatiaiuçu,IAT,3,itatiaiucu,B,
MG,3133758,Itaú de Minas,IMS,3,itau.minas,B,
MG,3133808,Itaúna,IAN,3,itauna,B,
MG,3133907,Itaverava,IEV,3,itaverava,B,
MG,3134004,Itinga,IGX,3,itinga,F,
MG,3134103,Itueta,IUT,3,itueta,B,
MG,3134202,Ituiutaba,IUA,3,ituiutaba,B,
MG,3134301,Itumirim,IYM,3,itumirim,F,
MG,3134400,Iturama,ITM,3,iturama,B,
MG,3134509,Itutinga,IUG,3,itutinga,B,
MG,3134608,Jaboticatubas,JBU,3,jaboticatubas,R,
MG,3134707,Jacinto,JNT,3,jacinto,R,
MG,3134806,Jacuí,JCU,3,jacui,R,
MG,3134905,Jacutinga,JTA,3,jacutinga,R,
MG,3135001,Jaguaraçu,JGR,3,jaguaracu,R,
MG,3135050,Jaíba,JBA,1,jaiba,R,
MG,3135076,Jampruca,JPA,1,jampruca,R,
MG,3135100,Janaúba,JUA,3,janauba,R,
MG,3135209,Januária,JNU,3,januaria,R,
MG,3135308,Japaraíba,JPR,3,japaraiba,R,
MG,3135357,Japonvar,JPN,1,japonvar,R,
MG,3135407,Jeceaba,JCE,3,jeceaba,R,
MG,3135456,Jenipapo de Minas,JDM,1,jenipapo.minas,R,
MG,3135506,Jequeri,JQI,3,jequeri,R,
MG,3135605,Jequitaí,JQU,3,jequitai,R,
MG,3135704,Jequitibá,JEQ,3,jequitiba,R,
MG,3135803,Jequitinhonha,JQT,3,jequitinhonha,R,
MG,3135902,Jesuânia,JES,3,jesuania,R,
MG,3136009,Joaíma,JMA,3,joaima,R,
MG,3136108,Joanésia,JON,3,joanesia,R,
MG,3136207,João Monlevade,JML,3,joao.monlevade,R,
MG,3136306,João Pinheiro,JPI,3,joao.pinheiro,R,
MG,3136405,Joaquim Felício,JQF,3,joaquim.felicio,R,
MG,3136504,Jordânia,JDN,3,jordania,R,
MG,3136520,José Gonçalves de Minas,JGM,1,jose.goncalves.minas,R,
MG,3136553,José Raydan,JRY,1,jose.raydan,B,
MG,3136579,Josenópolis,JNS,1,josenopolis,B,
MG,3136603,Nova União,NUO,3,nova.uniao,B,
MG,3136652,Juatuba,JTB,1,juatuba,B,
MG,3136702,Juiz de Fora,JFA,3,juiz.fora,B,
MG,3136801,Juramento,JMN,3,juramento,R,
MG,3136900,Juruaia,JRU,3,juruaia,B,
MG,3136959,Juvenília,JVA,1,juvenilia,R,
MG,3137007,Ladainha,LDH,3,ladainha,R,
MG,3137106,Lagamar,LGR,3,lagamar,R,
MG,3137205,Lagoa da Prata,LPT,3,lagoa.prata,R,
MG,3137304,Lagoa dos Patos,LPS,3,lagoa.patos,R,
MG,3137403,Lagoa Dourada,LDD,3,lagoa.dourada,R,
MG,3137502,Lagoa Formosa,LFA,3,lagoa.formosa,R,
MG,3137536,Lagoa Grande,LGE,1,lagoa.grande,R,
MG,3137601,Lagoa Santa,LGT,3,lagoa.santa,R,
MG,3137700,Lajinha,LJA,3,lajinha,R,
MG,3137809,Lambari,LAB,3,lambari,R,
MG,3137908,Lamim,LMM,3,lamim,B,
MG,3138005,Laranjal,LJL,3,laranjal,B,
MG,3138104,Lassance,LSC,3,lassance,B,
MG,3138203,Lavras,LAV,3,lavras,B,
MG,3138302,Leandro Ferreira,LDF,3,leandro.ferreira,B,
MG,3138351,Leme do Prado,LDP,1,leme.prado,B,
MG,3138401,Leopoldina,LPD,3,leopoldina,B,
MG,3138500,Liberdade,LBD,3,liberdade,B,
MG,3138609,Lima Duarte,LAD,3,lima.duarte,B,
MG,3138625,Limeira do Oeste,LDO,1,limeira.oeste,B,
MG,3138658,Lontra,LON,1,lontra,B,
MG,3138674,Luisburgo,LGO,1,luisburgo,B,
MG,3138682,Luislândia,LLA,1,luislandia,B,
MG,3138708,Luminárias,LUA,3,luminarias,B,
MG,3138807,Luz,LUZ,3,luz,B,
MG,3138906,Machacalis,MCC,1,machacalis,B,
MG,3139003,Machado,MCH,1,machado,F,
MG,3139102,Madre de Deus de Minas,MDM,3,madre.deus.minas,B,
MG,3139201,Malacacheta,MLT,1,malacacheta,B,
MG,3139250,Mamonas,MMS,1,mamonas,B,
MG,3139300,Manga,MAG,3,manga,B,
MG,3139409,Manhuaçu,MNC,3,manhuacu,B,
MG,3139508,Manhumirim,MIM,3,manhumirim,B,
MG,3139607,Mantena,MNN,3,mantena,B,
MG,3139706,Maravilhas,MVS,3,maravilhas,B,
MG,3139805,Mar de Espanha,MEH,3,mar.espanha,B,
MG,3139904,Maria da Fé,MFE,3,maria.fe,B,
MG,3140001,Mariana,MRA,1,mariana,B,
MG,3140100,Marilac,MLC,3,marilac,B,
MG,3140159,Mário Campos,MCS,1,mario.campos,B,
MG,3140209,Maripá de Minas,MPN,3,maripa.minas,B,
MG,3140308,Marliéria,MLR,3,marlieria,B,
MG,3140407,Marmelópolis,MML,3,marmelopolis,B,
MG,3140506,Martinho Campos,MHC,3,martinho.campos,B,
MG,3140530,Martins Soares,MTS,1,martins.soares,B,
MG,3140555,Mata Verde,MVD,1,mata.verde,B,
MG,3140605,Materlândia,MTV,1,materlandia,F,
MG,3140704,Mateus Leme,MAL,3,mateus.leme,B,
MG,3140803,Matias Barbosa,MBB,3,matias.barbosa,B,
MG,3140852,Matias Cardoso,MCO,1,matias.cardoso,B,
MG,3140902,Matipó,MTP,3,matipo,B,
MG,3141009,Mato Verde,MVE,3,mato.verde,B,
MG,3141108,Matozinhos,MTZ,3,matozinhos,B,
MG,3141207,Matutina,MTU,3,matutina,B,
MG,3141306,Medeiros,MDE,3,medeiros,B,
MG,3141405,Medina,MDA,3,medina,B,
MG,3141504,Mendes Pimentel,MPL,3,mendes.pimentel,B,
MG,3141603,Mercês,MEE,3,merces,R,
MG,3141702,Mesquita,MQT,3,mesquita,R,
MG,3141801,Minas Novas,MNV,3,minas.novas,R,
MG,3141900,Minduri,MDI,3,minduri,R,
MG,3142007,Mirabela,MIB,3,mirabela,B,
MG,3142106,Miradouro,MDO,3,miradouro,R,
MG,3142205,Miraí,MII,3,mirai,R,
MG,3142254,Miravânia,MRI,1,miravania,R,
MG,3142304,Moeda,MOD,3,moeda,R,
MG,3142403,Moema,MEM,3,moema,R,
MG,3142502,Monjolos,MJS,3,monjolos,R,
MG,3142601,Monsenhor Paulo,MOH,3,monsenhor.paulo,R,
MG,3142700,Montalvânia,MTN,1,montalvania,R,
MG,3142809,Monte Alegre de Minas,MAM,3,monte.alegre.minas,R,
MG,3142908,Monte Azul,MZL,3,monte.azul,R,
MG,3143005,Monte Belo,MBE,3,monte.belo,R,
MG,3143104,Monte Carmelo,MOO,3,monte.carmelo,R,
MG,3143153,Monte Formoso,MFO,1,monte.formoso,R,
MG,3143203,Monte Santo de Minas,MSM,3,monte.santo.minas,R,
MG,3143302,Montes Claros,MCL,3,montes.claros,R,
MG,3143401,Monte Sião,MSI,3,monte.siao,R,
MG,3143450,Montezuma,MTA,1,montezuma,B,
MG,3143500,Morada Nova de Minas,MNM,3,morada.nova.minas,R,
MG,3143609,Morro da Garça,MDC,3,morro.garca,B,
MG,3143708,Morro do Pilar,MRL,3,morro.pilar,R,
MG,3143807,Munhoz,MUO,3,munhoz,R,
MG,3143906,Muriaé,MRE,3,muriae,R,
MG,3144003,Mutum,MTM,3,mutum,B,
MG,3144102,Muzambinho,MUZ,3,muzambinho,B,
MG,3144201,Nacip Raydan,NYN,3,nacip.raydan,B,
MG,3144300,Nanuque,NNE,3,nanuque,B,
MG,3144359,Naque,NQE,1,naque,B,
MG,3144375,Natalândia,NTL,1,natalandia,B,
MG,3144409,Natércia,NAR,3,natercia,B,
MG,3144508,Nazareno,NZE,3,nazareno,B,
MG,3144607,Nepomuceno,NPO,3,nepomuceno,B,
MG,3144656,Ninheira,NHA,1,ninheira,B,
MG,3144672,Nova Belém,NBM,1,nova.belem,B,
MG,3144706,Nova Era,NER,3,nova.era,B,
MG,3144805,Nova Lima,NLA,3,nova.lima,B,
MG,3144904,Nova Módica,NMO,3,nova.modica,B,
MG,3145000,Nova Ponte,NVN,3,nova.ponte,B,
MG,3145059,Nova Porteirinha,NPA,1,nova.porteirinha,B,
MG,3145109,Nova Resende,NES,3,nova.resende,B,
MG,3145208,Nova Serrana,NVS,3,nova.serrana,F,
MG,3145307,Novo Cruzeiro,NZO,3,novo.cruzeiro,R,
MG,3145356,Novo Oriente de Minas,NOM,1,novo.oriente.minas,R,
MG,3145372,Novorizonte,NVE,1,novorizonte,R,
MG,3145406,Olaria,OLR,3,olaria,R,
MG,3145455,Olhos-d'Água,ODA,1,olhos.agua,R,
MG,3145505,Olímpio Noronha,OPN,3,olimpio.noronha,R,
MG,3145604,Oliveira,OLV,3,oliveira,R,
MG,3145703,Oliveira Fortes,OVF,3,oliveira.fortes,R,
MG,3145802,Onça de Pitangui,ONT,3,onca.pitangui,R,
MG,3145851,Oratórios,ORT,1,oratorios,R,
MG,3145877,Orizânia,OZA,1,orizania,R,
MG,3145901,Ouro Branco,OUO,3,ouro.branco,R,
MG,3146008,Ouro Fino,OUF,3,ouro.fino,R,
MG,3146107,Ouro Preto,OPO,1,ouro.preto,F,
MG,3146206,Ouro Verde de Minas,OVM,3,ouro.verde.minas,R,
MG,3146255,Padre Carvalho,PCL,1,padre.carvalho,B,
MG,3146305,Padre Paraíso,PDP,3,padre.paraiso,B,
MG,3146404,Paineiras,PER,3,paineiras,B,
MG,3146503,Pains,PAN,3,pains,B,
MG,3146552,Pai Pedro,PPD,1,pai.pedro,B,
MG,3146602,Paiva,PIV,3,paiva,B,
MG,3146701,Palma,PAL,3,palma,B,
MG,3146750,Palmópolis,PAM,1,palmopolis,B,
MG,3146909,Papagaios,PPG,3,papagaios,B,
MG,3147006,Paracatu,PTU,3,paracatu,B,
MG,3147105,Pará de Minas,PRS,3,para.minas,B,
MG,3147204,Paraguaçu,PGC,3,paraguacu,B,
MG,3147303,Paraisópolis,PSP,3,paraisopolis,B,
MG,3147402,Paraopeba,PEB,3,paraopeba,B,
MG,3147501,Passabém,PBM,3,passabem,B,
MG,3147600,Passa Quatro,PQO,3,passa.quatro,R,
MG,3147709,Passa Tempo,PST,3,passa.tempo,B,
MG,3147808,Passa-Vinte,PVI,3,passa.vinte,B,
MG,3147907,Passos,PSO,3,passos,B,
MG,3147956,Patis,PAT,1,patis,B,
MG,3148004,Patos de Minas,PMS,3,patos.minas,B,
MG,3148103,Patrocínio,PTC,3,patrocinio,B,
MG,3148202,Patrocínio do Muriaé,PCN,3,patrocinio.muriae,B,
MG,3148301,Paula Cândido,PCD,3,paula.candido,B,
MG,3148400,Paulistas,PUT,3,paulistas,R,
MG,3148509,Pavão,PAV,3,pavao,R,
MG,3148608,Peçanha,PNH,3,pecanha,B,
MG,3148707,Pedra Azul,PZL,3,pedra.azul,B,
MG,3148756,Pedra Bonita,PBA,1,pedra.bonita,B,
MG,3148806,Pedra do Anta,PEW,3,pedra.anta,F,
MG,3148905,Pedra do Indaiá,PYN,3,pedra.indaia,F,
MG,3149002,Pedra Dourada,POK,3,pedra.dourada,F,
MG,3149101,Pedralva,PDV,3,pedralva,B,
MG,3149150,Pedras de Maria da Cruz,PMC,1,pedras.maria.cruz,B,
MG,3149200,Pedrinópolis,PXL,3,pedrinopolis,F,
MG,3149309,Pedro Leopoldo,PLO,3,pedro.leopoldo,B,
MG,3149408,Pedro Teixeira,PXI,3,pedro.teixeira,B,
MG,3149507,Pequeri,PQI,3,pequeri,B,
MG,3149606,Pequi,PEQ,3,pequi,B,
MG,3149705,Perdigão,PDX,3,perdigao,F,
MG,3149804,Perdizes,PEZ,3,perdizes,R,
MG,3149903,Perdões,PDS,3,perdoes,R,
MG,3149952,Periquito,PQQ,1,periquito,F,
MG,3150000,Pescador,PES,1,pescador,F,
MG,3150109,Piau,PIW,3,piau,F,
MG,3150158,Piedade de Caratinga,PDC,1,piedade.caratinga,B,
MG,3150208,Piedade de Ponte Nova,PPO,3,piedade.ponte.nova,B,
MG,3150307,Piedade do Rio Grande,PRX,3,piedade.rio.grande,F,
MG,3150406,Piedade dos Gerais,PGW,3,piedade.gerais,F,
MG,3150505,Pimenta,PMN,3,pimenta,R,
MG,3150539,Pingo-d'Água,PDA,1,pingo.agua,R,
MG,3150570,Pintópolis,PTS,1,pintopolis,B,
MG,3150604,Piracema,PYC,3,piracema,F,
MG,3150703,Pirajuba,PRJ,3,pirajuba,B,
MG,3150802,Piranga,PRG,3,piranga,B,
MG,3150901,Piranguçu,PYU,3,pirangucu,F,
MG,3151008,Piranguinho,PGH,3,piranguinho,R,
MG,3151107,Pirapetinga,PPA,1,pirapetinga,R,
MG,3151206,Pirapora,PRR,3,pirapora,R,
MG,3151305,Piraúba,PIR,1,pirauba,F,
MG,3151404,Pitangui,PTI,3,pitangui,R,
MG,3151503,Piumhi,PIU,3,piumhi,B,
MG,3151602,Planura,PLU,3,planura,B,
MG,3151701,Poço Fundo,POF,3,poco.fundo,B,
MG,3151800,Poços de Caldas,PCS,3,pocos.caldas,F,
MG,3151909,Pocrane,POC,1,pocrane,F,
MG,3152006,Pompéu,POM,1,pompeu,F,
MG,3152105,Ponte Nova,PNV,3,ponte.nova,R,
MG,3152131,Ponto Chique,PCE,1,ponto.chique,B,
MG,3152170,Ponto dos Volantes,PDT,1,ponto.volantes,B,
MG,3152204,Porteirinha,PTH,3,porteirinha,B,
MG,3152303,Porto Firme,PFE,3,porto.firme,B,
MG,3152402,Poté,PTE,3,pote,B,
MG,3152501,Pouso Alegre,PSA,3,pouso.alegre,B,
MG,3152600,Pouso Alto,POU,3,pouso.alto,B,
MG,3152709,Prados,PAD,3,prados,B,
MG,3152808,Prata,PRT,3,prata,B,
MG,3152907,Pratápolis,PRO,3,pratapolis,B,
MG,3153004,Pratinha,PRH,1,pratinha,F,
MG,3153103,Presidente Bernardes,PBD,3,presidente.bernardes,B,
MG,3153202,Presidente Juscelino,PJL,3,presidente.juscelino,B,
MG,3153301,Presidente Kubitschek,PKH,1,presidente.kubitschek,F,
MG,3153400,Presidente Olegário,POO,1,presidente.olegario,F,
MG,3153509,Alto Jequitibá,AJQ,3,alto.jequitiba,B,
MG,3153608,Prudente de Morais,PDM,1,prudente.morais,F,
MG,3153707,Quartel Geral,QGL,3,quartel.geral,B,
MG,3153806,Queluzito,QLZ,3,queluzito,R,
MG,3153905,Raposos,RAP,1,raposos,F,
MG,3154002,Raul Soares,RSS,3,raul.soares,B,
MG,3154101,Recreio,REC,3,recreio,B,
MG,3154150,Reduto,RDO,1,reduto,B,
MG,3154200,Resende Costa,RSC,1,resende.costa,F,
MG,3154309,Resplendor,RSP,3,resplendor,B,
MG,3154408,Ressaquinha,RQS,1,ressaquinha,F,
MG,3154457,Riachinho,RIA,1,riachinho,F,
MG,3154507,Riacho dos Machados,RDM,1,riacho.machados,F,
MG,3154606,Ribeirão das Neves,RDN,1,ribeirao.neves,F,
MG,3154705,Ribeirão Vermelho,ROV,1,ribeirao.vermelho,F,
MG,3154804,Rio Acima,RCM,3,rio.acima,R,
MG,3154903,Rio Casca,RCA,3,rio.casca,R,
MG,3155009,Rio Doce,RID,3,rio.doce,F,
MG,3155108,Rio do Prado,RPD,3,rio.prado,R,
MG,3155207,Rio Espera,RES,3,rio.espera,R,
MG,3155306,Rio Manso,ROM,3,rio.manso,R,
MG,3155405,Rio Novo,RNV,3,rio.novo,R,
MG,3155504,Rio Paranaíba,RPA,3,rio.paranaiba,R,
MG,3155603,Rio Pardo de Minas,RDS,3,rio.pardo.minas,B,
MG,3155702,Rio Piracicaba,RPC,3,rio.piracicaba,B,
MG,3155801,Rio Pomba,RPB,3,rio.pomba,B,
